9452,1587,-6434,-6138,1604
-6118,-8867,-2265,-8298,-2170
4705,-157,9412,-1018,456
-9064,2189,-8223,-6963,-1120
9560,5575,6555,8412,9917
4612,2559,1174,4875,-2587
1647,-1521,-751,-3068,4128
-1152,8251,6001,-9261,8674
-7647,305,-4812,2521,-297
-7484,-428,-5512,-4442,5325
6811,5462,1218,7924,-7552
9583,-3953,3869,9313,2842
-7227,4111,742,9110,-5020
-2977,6504,-8969,3765,-8151
-5511,1563,4200,-1764,1325
575,-8626,-8381,2038,1859
7490,3329,-4952,5050,3593
-3782,5280,-9666,8534,2553
-6555,7150,7935,4981,-1526
-847,2727,-9890,-4156,-4113
-5607,1263,6515,8423,3163
-6627,4015,-8840,-9254,-6617
965,-3843,8662,748,-8195
1,-4907,-7746,6472,-3394
-2453,5399,-614,518,-2190
4132,8527,8935,9859,790
-1046,-1945,-6538,2585,1427
5992,-578,-9862,-5974,-3273
-7601,-6960,2132,-5999,4101
5116,9770,6592,-6855,1506
-8741,2470,6838,1443,-7051
-5911,-11,-8349,7437,9093
7783,-7284,122,-835,-862
3316,4163,8156,-8053,3758
927,3751,7180,7491,9845
91,-107,-5086,3199,-5921
5846,-7608,-3984,6371,753
8410,-1743,-4548,-9826,-2510
-2814,-765,-488,3397,-9374
-1167,-6703,2229,-2879,-247
-3506,1849,-4231,-9494,-8089
3783,4497,3081,1700,7078
-9743,4948,4147,1101,1004
-1126,-4546,1802,-8995,6738
-5268,2827,6860,7398,9461
-2791,-6737,190,-2858,-5897
-7407,4268,1040,-5592,-1425
-6343,-2576,696,-7756,9482
-3123,6975,-7110,-4324,-8988
-763,-7962,592,-8026,5797
7881,-6735,1600,-5319,-7303
4198,-7111,7036,987,1635
-1508,7243,-928,-4746,-8878
4733,6582,-3263,-4320,674
-9697,2037,-9299,369,-4679
1586,8811,-1483,3484,-4526
9919,9746,-6075,3729,5564
7738,-4668,3094,2076,-1490
-8185,-5599,3648,7355,6179
-9780,-5460,-1649,-1745,-62
4647,-4074,-1233,6492,4591
-1210,-4279,-5795,3069,-2576
-4751,4793,-6519,1882,-3227
-8041,-2372,-4253,7998,-5511
2142,-8016,-4216,8886,-8766
-5397,8901,126,483,7230
-622,2361,-9636,-9831,3667
9348,-7510,5946,-1537,-5408
-9262,-2399,2770,3841,-7416
-2534,2150,-4757,945,415
971,6187,-4635,9998,4437
-8646,-8580,3509,9900,2663
-2422,-5139,-9522,1138,-7531
758,-6503,1196,-1716,7666
9506,-7948,9235,-5290,9566
-7,-2484,7178,-6006,-2332
2848,760,-5044,-9943,2917
3568,-8892,-9989,-2291,-5258
-1876,-904,-5704,9609,2092
6801,848,-8663,-3160,1772
-9887,-605,-7594,415,6125
-3208,-8279,4208,7053,7167
-1811,6392,2870,3630,6489
5713,-2703,8306,-5882,-5554
1469,4523,-9041,3996,9600
-3087,-3744,8770,-1568,4666
8886,-8751,8230,-2019,4202
-8644,4693,3402,-1906,-740
-6521,5785,-500,-6668,-1244
-9656,9497,1860,4532,-1649
3420,-8766,-9432,-7653,-773
-9555,4646,3815,-1767,5059
-2700,6947,9900,-6341,2692
-2297,4182,-5180,-9525,7264
4674,-3118,-5500,9044,-4602
-8837,-4758,-7016,8355,-389
641,-1439,5278,-9632,-7014
-7792,5185,-2143,1245,-1180
8063,-6975,8785,4775,1735
3399,-7988,-491,1331,-4067
6355,-5048,-6880,2045,-9699
8402,-1256,3313,-83,-2995
7475,4438,8943,-3407,1455
-2013,-9257,-7204,6771,-6965
3908,6121,-2110,-3858,-2961
-6050,3696,-276,4762,-7345
-371,-5982,-6134,-3113,589
3565,-4283,9203,-5241,-6486
-525,5956,-1368,-5983,8343
-4531,5309,6751,2961,-9694
530,8369,-1221,6786,8886
3760,2456,2447,3861,-6886
5014,9960,-6367,-6867,5348
-5588,7289,-1338,8470,-6183
25,-2747,9761,9880,254
8689,-4319,-9177,-8662,292
5686,-3612,1677,-5331,-8568
-9805,-8578,-2449,-2590,-3279
1220,6017,-857,3540,7141
4673,8119,728,4762,1165
881,8162,8480,1769,-736
-1017,4319,8781,-9035,8112
5838,-3783,6892,7239,7174
2208,1621,-9910,-2600,193
5403,-5818,-4881,-878,-884
-9409,1452,-8982,6599,8601
-9843,-1344,-1067,5820,3258
-8949,-629,-2092,5913,-2512
-2134,-5402,-9345,1131,494
-8058,-5044,-8252,422,-2555
6662,7503,-5525,5031,-6864
1458,8087,-857,-1529,-170
-8338,3235,-570,3590,8644
8378,4407,351,2261,-4809
-3408,-1354,-1305,5733,-9718
-9755,2577,5960,-7357,6280
-9458,6403,-7537,7198,5117
-6501,-2266,7260,-6396,8197
2425,-6239,7630,6085,-4640
6092,9996,-4220,-610,4504
-3789,-2337,6120,1455,-7772
5976,4892,1434,-3303,7654
8850,5146,-1169,-1783,1713
-4130,1484,-1623,-2240,6205
-9981,9154,-8050,4377,-1463
5541,9398,6970,-7866,415
-1957,-2623,-3579,-7467,838
9428,3516,1700,-2356,6856
-268,7988,-1731,-152,-709
2655,9670,3938,-6980,-1365
-9592,1873,9032,3247,-2185
-2253,6408,6030,605,-7857
317,-2925,9618,9062,8934
-6027,5484,-9186,2261,-382
-6131,5355,-6801,-4475,9369
9774,5870,-5585,6617,7245
-5532,-6822,3180,1244,1633
-5350,-9651,9490,-8688,-746
4115,8508,-4307,1090,7152
2737,-1592,8549,-2226,1900
-4279,-6703,8011,-8370,-9487
1924,-1740,8920,4330,7699
6750,9079,-6418,7755,3616
2106,-8493,6804,-6835,8507
5326,-1249,-4831,2947,-6601
8015,-2308,7877,-560,7564
-7917,-4008,5374,9762,3445
-5874,-6524,-2724,8427,6997
-2873,-450,8490,644,-7653
574,-6895,-7402,-3662,8338
-4507,7019,-7460,5779,-212
-2972,3200,7259,1338,-3619
2879,4787,-9823,-3452,3598
1077,1797,4713,842,9161
4503,-736,-835,9440,2110
911,-8682,-897,28,8147
1603,1777,-4933,3292,695
-4910,-5757,5615,7976,1630
-5225,5338,284,4574,4919
2632,-9063,-9939,279,1113
-7209,1979,6291,-9462,-2054
1268,4581,9587,-4690,9968
7667,6113,-7762,-2817,-9499
-9762,4475,-9598,-6835,-6460
-3575,1442,-8142,-8757,3463
-1010,3767,3099,-1109,-2901
613,3673,-3944,-8179,8213
-926,3652,-5040,8962,4342
3496,1605,3388,1793,3095
-1609,9177,-486,878,-2202
6758,1860,-9259,6136,-7379
-4903,-9079,2940,1441,2590
-7200,-2265,-4329,4641,3489
-9886,254,1135,7253,-70
4673,2403,7329,9630,-6581
-8569,-2116,17,-1658,4255
1846,2703,3176,4336,-9579
3594,7303,5760,8394,-2589
-9861,-8434,4964,9341,-1531
-5972,7754,9960,-1240,925
-2485,-8616,-7688,4928,-8382
-8890,-3917,3617,-5611,2425
-8495,-6558,4132,4211,-9016
599,3983,-7047,9746,8486
2522,-7974,-3299,2595,9443
867,705,6178,-9464,9452
-8237,-9123,-8455,-8176,-1132
-7219,-7621,-9656,-6394,-2374
-6943,1614,7344,-1470,6543
6460,6121,8370,5067,5547
-5834,1029,8907,5055,-1829
9235,-8253,3372,-1292,4408
-1555,7864,-9459,-9401,-7042
9041,1700,-9921,-1922,3814
-2971,-2246,2816,7278,-2720
-5536,1855,1252,-746,-207
5918,-9367,3527,-47,4339
3099,-2967,-7270,6547,-2860
-4683,-2306,-53,1820,-9799
-7235,-1553,6674,6853,4140
-2176,5300,8058,-5894,4482
1308,9071,5704,9360,1491
9287,-997,8806,-2039,2823
-223,6815,5367,-2308,8146
4015,4746,9639,-5351,-4298
-3761,3711,4070,-4232,7900
9808,4639,7409,-797,294
2509,6265,-8733,546,1260
-4866,-1867,-8348,7559,9078
-5191,5048,7373,-6005,-4192
51,6676,5586,-4094,-4643
1935,-1669,7306,1984,6389
-640,5822,-4029,9419,7812
5247,9322,-163,135,1469
-2826,1909,-5962,2555,-5715
-4621,4583,3706,-6576,-6511
-2240,-1048,-2817,-5783,7164
9406,6781,8812,2579,4010
5054,-1134,2264,7042,-558
6436,8458,5272,9893,-6769
9203,-6357,-2017,6352,9760
-1532,-653,7325,-7948,9942
-5817,-3841,-6469,6057,8485
82,6629,1192,-4792,4355
-6085,-8554,6975,807,-412
6841,909,7958,-9781,-8739
1085,-1320,1895,8601,4552
-7227,9247,-2003,914,-2559
403,-7067,-7771,1370,-9364
-5126,-495,1605,-3082,-655
884,-1828,1404,-2306,5568
1703,5649,3804,-7781,-8518
122,1244,-8481,1271,-4237
-8076,6618,2726,3876,-4381
5480,8094,7050,-6626,-9795
9773,9356,-136,4974,8460
3133,626,221,6131,9383
7615,-7779,-4192,-1037,-7858
9294,3948,-9270,-8907,-9006
1830,9548,8815,-1723,193
-9529,-4766,-2171,92,5232
664,-395,9995,-4507,-3868
121,4598,8612,546,7270
-7501,-1439,6965,3909,7347
-3076,9649,-5728,796,241
-8928,4420,1520,700,1754
3100,1645,353,-8536,5014
-9043,2562,-9012,-6362,5893
3316,3404,8326,-2750,336
6850,-1931,-1406,4934,-4054
-4317,-491,4942,-9597,2776
-5912,3644,5709,-6411,-4378
-8132,-7667,-1671,-440,-6056
-1476,-2085,7939,1303,-8179
-9293,3565,-9124,-9327,998
-9574,9319,725,8231,2040
-6360,9897,8051,-7661,852
5395,8753,-5328,-9183,-1423
-5755,-5745,4707,-9250,3769
-9564,2173,-9832,3760,8277
7276,7503,7077,-412,5614
6393,-7047,-5758,2524,5099
2164,-8700,2782,-321,-3412
-7363,-8551,7640,-3848,-2282
8996,-2878,-8927,3995,7994
-8937,-9455,3476,-4139,1163
6667,8762,-1584,5693,8215
-7145,988,1178,7,1260
1759,-1909,-7814,-7849,-9745
-1800,-5278,-7686,-4069,-728
11,7252,6202,8203,-5509
5345,-1604,-3247,-3324,7862
-9672,490,8993,9731,3193
-9099,3981,3423,-6506,8916
-6233,-3239,-7698,5941,3419
6020,-8457,2259,2393,5616
2321,-4859,5788,3827,5696
9273,3679,6648,-396,779
-7867,-2943,-2732,9942,-6660
9166,-2895,9283,-8966,-5962
-6147,605,9139,7501,-5464
7532,3154,2318,2809,2287
6765,2775,7192,-5439,-600
6907,-9711,-4628,-895,-5257
2120,7825,-9265,7761,-8159
6509,-770,6925,-3851,-5407
-8243,-6504,-5270,7338,-400
-4817,-4576,2687,-3699,5780
7224,2924,-4983,1501,6975
2818,5724,-4420,5513,-395
-9377,-3549,-5931,-3777,6871
-8042,-597,4564,-7749,-7551
8139,5392,-8801,-3692,-6676
9868,-8420,4480,-9131,-5660
-6761,8641,-5994,-2217,-7059
5657,3888,6579,8125,9982
-7297,8347,-7767,-637,4509
-3044,-7767,551,1104,1027
-5129,2742,-4339,-8480,9331
7487,-5700,3963,-7270,-2256
925,-7283,8849,-4617,-5677
8462,8241,7326,4237,-3635
1428,-5374,4560,1837,6223
9334,-6158,6288,4436,-7414
-7464,-1081,1494,4088,2532
2427,-6112,7118,-3719,4899
-6757,5521,-9472,4537,-468
-8857,-1504,836,-3195,6346
4717,3276,2098,-1773,-8426
-5299,2822,41,8801,-7003
-8210,1531,2038,8262,-1378
6853,-6478,-9849,-916,-1089
8376,-6388,8065,-927,-493
-6641,-9999,2574,-9483,-611
976,8812,-1398,-4803,-3177
7804,-1378,-2936,-6029,-6999
-5560,8139,-706,6267,-3651
-6732,-8828,8022,-3321,2524
1646,2258,1204,1422,8212
-9091,-8646,6290,-8044,-2880
9521,7986,7246,2853,3111
-5103,5811,4075,-9018,3398
9204,5521,-5386,-3825,-1889
1647,7603,9709,9357,9356
-6151,8888,-4229,-5851,-6104
-579,-3868,-2236,9169,-2126
5682,-1115,4904,7380,-9093
-4057,-3548,6278,-1383,-593
-7879,9496,-8774,4605,-6982
-2424,2388,-746,-8168,4776
-3035,5311,-7654,-2133,5939
8511,6405,210,5615,2798
1423,-7601,116,2473,9479
-1720,3963,-3736,9549,-7472
-9823,-9734,-8842,7070,-9180
886,3745,-5042,4119,2465
2295,7918,-5580,-3927,8353
-4224,6228,1855,150,2423
-3753,-2478,-8106,7355,-7175
-312,135,4002,3827,-4864
-2718,-5225,1252,-3583,3883
3691,-3944,-4278,8610,1885
2456,-9441,-8910,-6653,-1014
-5562,15,3514,-4693,-8985
-1902,-2182,-2191,-4266,7184
2102,-2280,-642,-9297,-2496
7313,2867,-6632,6689,-3081
7233,8318,4646,2147,7214
-8073,2141,1032,-5282,-8974
-4658,2498,-469,6333,4275
3304,-8436,8703,-2201,1378
9213,7769,8856,6974,5574
8300,1956,-953,-4422,6790
-6397,-5822,5750,1166,-7804
-7479,3078,2163,-465,-4285
9429,-8780,-3649,-9327,7259
3057,769,-1769,7301,-4220
5531,2686,-8841,1865,-391
-3744,4821,98,6614,-6576
8403,6274,9262,6245,-6831
-4390,-2424,-9169,6661,-1292
5537,1344,-235,6898,-4573
-6008,8689,7325,-520,-6642
-5782,-5202,-8616,-6464,2808
6506,5666,1829,-9683,-5760
-4680,-684,-3013,2331,-1636
-1304,6695,-8860,-8743,-1097
-8613,-2018,7016,-9428,-4897
1337,2470,9616,8208,-7307
-7817,-7929,-779,-36,-6308
1235,3013,-6021,-7849,3493
4380,-2087,-1463,9922,4219
9869,3458,-262,796,-1478
-4173,-4175,-7549,-3834,7502
8027,-6950,4585,-2756,-4048
-8518,7737,-6736,969,-8354
9753,5937,-9223,685,4077
7739,7093,-8357,9991,-4097
-2794,9595,-8620,-4738,-1606
-1720,1699,7370,-1347,7695
3035,4939,9482,-4198,5526
2237,2130,-6420,8417,-5567
1940,4047,-5685,-6817,580
6027,3569,576,-4205,9420
-2186,-6557,6172,5510,-8660
-1438,6419,7481,3044,6336
-8695,833,2283,-4006,-7433
-1446,-9313,438,1038,-9917
8907,-564,6430,-2668,150
-7313,1294,1492,2353,6784
5519,4033,6059,-1153,-9423
-2295,7231,4707,-4949,5177
-6956,-6877,-7981,-2272,8361
-7725,5030,8817,809,2530
-6,7656,5871,7235,4973
-9151,-1199,1334,1157,5486
-7379,-6851,-2108,-3800,-2762
-9277,5492,-6789,1296,-525
3278,-8126,-8974,9903,-8022
1453,-2620,7347,190,-8702
5873,-5411,-3839,-8711,8780
3040,-1980,-2375,8360,-6774
7665,-6561,9468,4842,9080
6269,-6145,8634,455,-6848
1337,3444,6647,9256,-1053
6316,-3984,9437,-6926,8887
3799,1026,4525,-3517,-4288
1282,874,2207,3272,8172
113,-5063,8620,4891,8477
-3121,-3355,-500,3775,-9734
6419,-232,-2305,7293,-773
7125,-8245,-5975,5689,8482
-9675,5746,2044,4736,-5896
882,-6393,-5195,-6558,5869
-5178,8166,1199,9123,-5843
652,7775,9047,1571,8576
-1042,4870,-154,8286,9866
260,3457,-3699,-6574,-1101
-9571,8738,-4225,-3012,-1036
-5928,-1574,-503,-2004,7681
9022,1658,7545,-4409,2793
-7954,4501,198,-6924,8790
183,6946,5191,-9698,-4843
7644,-7992,-3116,7716,-9148
-6747,-5446,-8217,4407,7643
7130,7445,-8005,-3438,3489
2341,-3893,-9469,-8165,-8910
2472,-7607,-5643,362,-990
9936,-2044,6093,-4662,3578
949,-5493,3591,-7785,-6240
5441,-9798,8046,2429,-453
8206,-9907,5314,8791,-9139
4583,-8209,-314,-4215,-8142
6136,7879,9275,4435,-7601
-2945,9176,-1188,4106,3304
-6473,7759,4540,4852,-7455
-6387,-709,4978,4489,9117
-5144,-8365,6624,-5683,4520
4436,-3557,-1381,1465,7588
-7695,4691,-5574,-4524,-3623
1495,6611,7460,666,5457
8955,-3473,3930,-6881,-8076
-4326,-5932,-1391,6548,-1087
4472,1881,7798,-6419,8719
3718,-4702,3904,-5171,-2707
-8298,9385,-6293,-891,7979
-6844,-614,4894,-1539,-4516
4952,-483,-168,-5032,4132
3147,-8401,-594,-3183,2929
8138,8106,4935,-1506,-7598
-3216,-9309,-7900,1758,-6793
-7675,-1091,3403,913,-787
9158,-2827,4600,3786,2658
711,1329,-8138,2533,9442
9572,-278,1895,7888,8381
-4975,8701,2884,-2092,-3863
-2883,-6279,6802,-9622,-2373
727,2302,5133,-9481,5112
8974,-5667,-961,9950,-5480
-2264,-3443,6566,1403,-5484
-6076,-6155,5621,-9421,-5939
1773,3803,-3094,8154,5867
-7851,2257,-896,983,9531
1749,-1606,-5504,-1302,2032
8722,-5924,-5540,7591,8417
7742,1857,-1211,6535,-837
-3597,-8713,-5071,4197,-6610
2333,-3077,-9571,-4297,-4102
-1449,9300,-2393,147,-299
-1463,-3973,4645,-3181,-9174
-3489,-289,-7358,-7914,-9112
8816,-994,-9839,5013,-9910
8744,-654,-7210,-2215,4225
7753,-1563,3212,4644,-787
1818,-2547,3487,-2023,4922
7697,-1137,-2533,-6855,-7354
177,-4321,4267,7384,-1168
-5145,2617,7147,9185,2948
-2008,-5681,-5482,-3082,-6000
-2458,4076,-1904,-6184,-9810
-9655,5128,6016,-3304,-7084
-1033,-891,-2074,7750,6289
-3636,8386,9631,7989,-3394
-4370,859,2837,-2498,1347
6233,-9666,-2310,-7641,7252
9094,6245,295,8505,2153
2340,3175,-8353,-2356,9362
2030,-2705,6662,-9239,906
3143,-8055,-88,3077,6664
-8495,-8452,-6151,4241,-2360
7218,1326,-6482,-9221,-2409
1505,-2977,7021,294,-5721
8396,-402,1197,-6052,9656
6492,-2030,-8231,-5298,-8521
-5078,3357,-3686,-6556,-128
-8159,-6388,-6110,-9978,5588
103,-5122,-6237,-8012,5474
778,-8692,-4495,9711,-1255
-5120,8205,5952,-3490,1482
-9149,-246,-7691,-8671,-1891
712,-9851,-7100,1928,-7403
966,3467,-1140,6246,-4063
9793,-8858,-9305,-8517,-5711
72,-9942,3934,386,2932
-8611,6287,-6840,-6859,7551
-8666,4855,-2478,5954,-9797
-7793,-8399,5161,-4168,7222
1871,7121,-1094,951,2536
-3380,2299,2645,-2838,4231
6954,2515,-5024,-3895,-6974
-1174,3631,4980,4495,-5456
8567,8569,1588,-1138,3615
1178,8342,4805,8085,5189
3460,6911,-3622,9073,1524
9029,-6511,-1215,1922,-1872
-3534,4699,2957,-9619,-3911
9737,3764,-86,-708,6947
2568,6627,-4539,-5231,6082
168,-1348,-7714,-1780,5239
-2318,-129,5226,5925,4915
-9891,3672,-3647,2497,4935
54,-8072,-9632,3017,-1716
-9820,1965,-2315,8395,7428
-8348,-8150,-891,-7608,-8297
-2375,-1739,-9363,7932,3261
-1209,-4463,-5055,9243,1617
-5446,-3954,-944,3359,7907
5363,-7038,-9159,5371,3888
-3263,6984,-7304,-5887,5301
-4681,2265,-1440,5722,-6116
86,4553,9301,2528,8110
836,6391,-406,-2887,2387
-4657,641,8855,-1356,6746
161,-5054,-7443,-6509,6759
8056,810,-2377,-2084,3029
7103,9772,98,6121,4031
-8514,-2240,-7508,328,-4689
8408,6907,-597,1612,8120
-8350,1411,-4906,5307,6405
2139,5434,-7151,5011,935
-4345,-1890,-5191,4243,9808
-8068,1422,-1786,168,-7479
5791,2916,9910,5846,5067
9613,8692,-5558,2520,-9642
7337,-8260,8744,-3193,-4844
2317,3249,467,-5544,-1939
-2311,-2192,-8412,7436,6463
196,7065,-3360,-7281,5540
4753,-4962,-9970,-42,-2944
-9857,717,-3966,8687,7677
-3428,-4852,8114,8646,642
-2126,-5748,4519,-2293,-667
8960,-1323,-5316,7664,-4035
8646,7083,9119,7599,7465
-5769,2843,3334,5167,-5984
-354,-4350,-4960,3202,1697
-8180,-8670,-9232,-8602,-7818
2094,5902,-2494,8449,-4736
5239,-1323,-1746,6509,-7762
-3507,-6784,-6871,-480,-1516
-7185,-7195,-277,-7813,1841
4865,4868,-7115,3708,-9092
-2533,-7441,-6593,780,-1723
712,9249,-1839,9014,8878
2306,-6323,8907,-9423,-9893
3287,411,4953,-8589,8377
9435,-5525,-9636,6781,4871
5907,-160,-7533,6683,-1330
-2059,901,2210,4529,-7976
6473,-885,-1327,3644,6095
-5813,-9618,-5870,1351,-9891
-4193,738,8389,6895,-6731
4040,8696,9480,-2184,4539
6109,-8964,4128,1113,-6724
-1487,2571,2732,2985,3065
-1193,4860,-1256,4539,-6212
5646,-2101,3249,3332,9818
-9532,7864,8463,1979,6643
-6388,2502,-3245,-5386,1599
6675,8036,7007,7743,7632
6835,2529,-9829,-4143,7983
-528,-9633,-2017,4488,-8808
2934,4576,1654,-2997,7377
-2552,4160,-7626,7671,4181
6897,5686,8369,-9399,9444
3105,7740,-7225,5050,9760
5540,106,6220,-1335,-5722
6370,-5747,-399,4421,-3563
-9631,1710,5865,-9329,-1356
103,-4173,886,-3783,-6921
-6017,-7188,-9408,1504,-6130
1073,4106,1019,9678,-5379
-6268,-8819,642,8834,5711
-4457,-2364,5059,1892,1270
-6242,-4221,-4535,9681,7052
-1047,-8517,-3672,4288,-1946
8942,3265,-9714,9392,-2120
-7291,8870,3139,1650,-2070
-2285,6409,-1484,4132,5153
4938,7518,-337,-2548,5808
-758,-8412,636,-9828,2765
1179,2447,6486,-515,1007
-5848,4371,-4501,-6136,-8823
1502,3474,-6945,2827,8204
1193,4157,-2412,856,-5004
1299,-2363,9911,1423,173
424,4613,-5790,1254,8585
3664,-8847,8162,-563,9095
-7010,-7424,4921,-2343,-1196
1083,1325,-9408,4777,-457
3228,5352,-6451,606,-703
-5560,-9285,-414,3474,4438
4700,-2658,6471,-7982,9794
3052,-9428,-6783,6658,-3992
929,-1232,5275,2205,-8149
-5762,-9604,4754,52,6884
-8437,-7360,2568,-8543,426
-9511,-9317,-5941,-3220,8239
61,2880,620,7591,-3820
5001,-7392,-6329,-3042,3513
-2689,5216,-8373,-2230,1575
1125,8111,7406,6409,-5654
-9983,7377,4106,-9859,3503
6929,-2460,3191,-8007,1939
394,2756,1323,847,2010
9082,4751,5839,1423,5318
6668,9696,-8982,-5691,2387
-1447,4063,203,6044,-1572
3260,3914,2143,-3652,262
9175,-2270,-3523,268,4823
-7418,-5200,-7201,-3559,-294
-2517,6150,-4662,7878,-4933
2655,-5686,-8369,-9877,-863
-6105,7652,8357,-9888,-7340
6028,1923,7689,4629,603
3338,6540,8754,1981,984
5181,5039,-3170,3641,1859
3526,-1202,-788,7898,8215
994,4583,-3765,3325,-7812
-4419,9316,5778,8333,-6831
2290,-8104,-2946,-467,4331
541,-7066,3230,-9771,-8283
-22,6724,8734,-7253,-8046
3152,8040,7603,-5113,6788
2022,6370,-1700,-8395,-3395
-8481,6095,-1382,-8548,2571
4275,833,9487,-4035,-7239
-9596,-10,4426,-3108,8494
-9980,8233,-344,-6729,4282
-679,6847,-7685,-1513,-6939
-5901,-9824,-4974,566,-898
-6280,-5396,-5911,1916,-5646
4969,2212,-6766,861,-5620
3482,3513,265,-1308,9109
5691,3455,9724,8290,-5013
1957,9619,7841,-3720,3962
5378,7710,-896,-3560,-2783
-608,-6319,-514,245,4052
-3464,-784,4354,-6321,3270
272,-1366,6034,-5422,6175
5935,-9907,-8800,6758,-4605
-9767,2334,-3422,7569,-4460
-3273,-4783,-9844,2626,2939
-9463,3330,8564,-8498,1843
9793,-648,1969,4636,-3588
7292,606,-8572,-509,-9874
3546,-7253,3614,5127,-6505
-9999,-4156,6898,-2794,-9529
-5982,3494,-7671,106,-8568
-3464,-5280,-1525,-2019,-7919
-7374,2118,-480,4761,2975
-7163,8608,-8423,3035,1942
1383,-7591,317,4974,-7759
-4304,-3863,7057,8361,9411
4115,-7514,-2139,1226,-7486
-4077,3405,-104,2514,4966
-4779,2294,-9722,-7209,9525
-4367,582,5600,-366,-8009
9564,-1541,-6376,-1050,-6528
4784,198,53,2509,-1319
9108,-7791,-3759,8165,3574
6736,-8347,-9631,6657,4357
5478,8091,-6084,1786,9581
6886,1512,-756,240,8946
3217,-7223,-2638,-9012,-7430
8299,5434,3867,-4591,-8617
-968,-5126,8056,9508,-6736
5249,1185,5475,8189,2497
-314,7993,-8755,-3270,1122
-2418,-6902,4603,8626,-8820
4444,4876,24,-4145,683
8671,-3075,-8774,-4465,-4181
-8348,7685,-2520,623,-2976
397,-7513,-6530,-4803,-7695
-490,-2587,6226,-3710,-2428
5445,141,757,-2550,-4586
-6588,-5649,2014,4298,9703
-5773,5141,-5092,-2926,880
-3295,-6127,5386,-3772,4282
6575,8686,6146,-3390,-4751
2969,-5764,7098,-7153,641
2196,-551,-8425,6710,-1025
7834,-2007,9144,-6831,2374
431,7651,-2947,8297,-9050
1063,9156,-3777,1458,2541
4900,7705,-626,-2466,7018
7418,-7640,8137,-5111,-8482
8723,-4741,9556,-9350,-9553
-4985,7648,-6625,-3532,7600
-2183,9509,-9503,8627,-6660
4404,6882,3172,-7653,-5562
3127,1207,8193,-7456,-1555
-5644,5027,-2521,6345,-9932
-6781,-3402,-2848,8140,8021
-3742,-6623,-4276,7458,-1688
5821,-9076,9798,7724,-5306
4236,2536,8007,6422,6863
2221,338,-2051,-7546,194
-4023,7848,-5576,6987,-1875
1765,-9339,8411,5468,-3329
1143,-8092,9587,-3327,7659
